hc,Station Number,Year,Month,Day,Hour,Minute in Local Time,Year,Month,Day,Hour,Minute in Local Standard Time,Precipitation in mm,Quality of precipitation,Air temperature in Degrees C,Quality of air temperature,Relative humidity in percentage %,Quality of relative humidity,Wind speed measured in km/h,Quality of wind speed,Wind direction measured in degrees,Quality of wind direction,Mean sea level pressure in hPa,Quality of mean sea level pressure,Total cloud amount in eighths,Quality of total cloud amount,#
hc,  9887,1988,02,11,00,00,1988,02,11,00,00,      , , 20.0,Y,   , ,  9.4,Y,135.0,Y,1018.7,Y, , ,#
hc,  9887,1988,02,11,03,00,1988,02,11,03,00,      , , 15.9,Y,   , , 16.6,Y,135.0,Y,1018.5,Y, , ,#
hc,  9887,1988,02,11,06,00,1988,02,11,06,00,      , , 12.8,Y,   , ,  5.4,Y,112.0,Y,1019.6,Y, , ,#
hc,  9887,1988,02,11,09,00,1988,02,11,09,00,      , , 19.9,Y,   , , 18.4,Y,112.0,Y,1020.0,Y,1,Y,#
hc,  9887,1988,02,11,12,00,1988,02,11,12,00,      , , 28.2,Y,   , ,  9.4,Y, 90.0,Y,1018.7,Y, , ,#
hc,  9887,1988,02,11,15,00,1988,02,11,15,00,      , , 28.7,Y,   , ,  9.4,Y,225.0,Y,1016.0,Y, , ,#
hc,  9887,1988,02,11,18,00,1988,02,11,18,00,      , , 28.7,Y,   , ,  9.4,Y,225.0,Y,1014.4,Y, , ,#
hc,  9887,1988,02,11,21,00,1988,02,11,21,00,      , , 23.9,Y,   , , 11.2,Y,202.0,Y,1017.0,Y, , ,#
hc,  9887,1988,02,12,00,00,1988,02,12,00,00,      , , 21.7,Y,   , , 16.6,Y,112.0,Y,1018.0,Y, , ,#
hc,  9887,1988,02,12,03,00,1988,02,12,03,00,      , , 17.7,Y,   , , 11.2,Y,135.0,Y,1017.5,Y, , ,#
hc,  9887,1988,02,12,06,00,1988,02,12,06,00,      , , 16.0,Y,   , , 11.2,Y,112.0,Y,1018.7,Y, , ,#
hc,  9887,1988,02,12,09,00,1988,02,12,09,00,      , , 22.5,Y,   , , 13.0,Y,112.5,Y,1019.4,Y, , ,#
hc,  9887,1988,02,12,12,00,1988,02,12,12,00,      , , 30.6,Y,   , ,  7.6,Y, 90.0,Y,1018.1,Y, , ,#
hc,  9887,1988,02,12,15,00,1988,02,12,15,00,      , , 33.4,Y,   , , 14.8,Y,135.0,Y,1015.9,Y, , ,#
hc,  9887,1988,02,12,18,00,1988,02,12,18,00,      , , 32.4,Y,   , , 13.0,Y,112.5,Y,1014.6,Y, , ,#
hc,  9887,1988,02,12,21,00,1988,02,12,21,00,      , , 25.7,Y,   , ,  7.6,Y,112.0,Y,1016.4,Y, , ,#
hc,  9887,1988,02,13,00,00,1988,02,13,00,00,      , , 23.4,Y,   , , 11.2,Y,135.0,Y,1017.1,Y, , ,#
hc,  9887,1988,02,13,03,00,1988,02,13,03,00,      , , 19.7,Y,   , , 11.2,Y, 90.0,Y,1016.9,Y, , ,#
hc,  9887,1988,02,13,06,00,1988,02,13,06,00,      , , 17.6,Y,   , , 14.8,Y,112.5,Y,1018.1,Y, , ,#
hc,  9887,1988,02,13,09,00,1988,02,13,09,00,      , , 25.5,Y,   , , 11.2,Y, 90.0,Y,1019.4,Y, , ,#
hc,  9887,1988,02,13,12,00,1988,02,13,12,00,      , , 30.4,Y,   , , 16.6,Y, 90.0,Y,1017.6,Y, , ,#
hc,  9887,1988,02,13,15,00,1988,02,13,15,00,      , , 33.5,Y,   , , 14.8,Y,135.0,Y,1015.1,Y, , ,#
hc,  9887,1988,02,13,18,00,1988,02,13,18,00,      , , 29.8,Y,   , , 13.0,Y,225.0,Y,1014.1,Y, , ,#
hc,  9887,1988,02,13,21,00,1988,02,13,21,00,      , , 23.2,Y,   , ,  7.6,Y,202.0,Y,1015.4,Y, , ,#
hc,  9887,1988,02,14,00,00,1988,02,14,00,00,      , , 19.9,Y,   , ,  7.6,Y,135.0,Y,1015.4,Y, , ,#
hc,  9887,1988,02,14,03,00,1988,02,14,03,00,      , , 21.4,Y,   , ,  3.6,Y,112.0,Y,1015.0,Y, , ,#
hc,  9887,1988,02,14,06,00,1988,02,14,06,00,      , , 19.9,Y,   , , 14.8,Y,112.0,Y,1015.3,Y, , ,#
hc,  9887,1988,02,14,09,00,1988,02,14,09,00,      , , 27.2,Y,   , , 13.0,Y, 67.5,Y,1016.4,Y, , ,#
hc,  9887,1988,02,14,12,00,1988,02,14,12,00,      , , 32.4,Y,   , , 13.0,Y,292.0,Y,1014.6,Y, , ,#
hc,  9887,1988,02,14,15,00,1988,02,14,15,00,      , , 34.2,Y,   , , 13.0,Y,247.5,Y,1013.1,Y, , ,#
hc,  9887,1988,02,14,18,00,1988,02,14,18,00,      , , 29.8,Y,   , , 18.4,Y,225.0,Y,1012.5,Y, , ,#
hc,  9887,1988,02,14,21,00,1988,02,14,21,00,      , , 23.9,Y,   , ,  9.4,Y,180.0,Y,1014.1,Y, , ,#
hc,  9887,1988,02,15,00,00,1988,02,15,00,00,      , , 20.8,Y,   , ,  7.6,Y,180.0,Y,1013.4,Y, , ,#
hc,  9887,1988,02,15,03,00,1988,02,15,03,00,      , , 20.2,Y,   , ,  9.4,Y,112.0,Y,1012.8,Y, , ,#
hc,  9887,1988,02,15,06,00,1988,02,15,06,00,      , , 20.0,Y,   , , 11.2,Y,112.0,Y,1013.6,Y, , ,#
hc,  9887,1988,02,15,09,00,1988,02,15,09,00,      , , 29.4,Y,   , ,  9.4,Y, 90.0,Y,1014.7,Y, , ,#
hc,  9887,1988,02,15,12,00,1988,02,15,12,00,      , , 32.1,Y,   , , 14.8,Y,315.0,Y,1014.2,Y, , ,#
hc,  9887,1988,02,15,15,00,1988,02,15,15,00,      , , 33.0,Y,   , , 16.6,Y,270.0,Y,1012.6,Y, , ,#
hc,  9887,1988,02,15,18,00,1988,02,15,18,00,      , , 29.2,Y,   , ,  9.4,Y,202.0,Y,1012.4,Y, , ,#
hc,  9887,1988,02,15,21,00,1988,02,15,21,00,      , , 23.2,Y,   , ,  0.0,Y,  0.0, ,1014.3,Y, , ,#
hc,  9887,1988,02,16,00,00,1988,02,16,00,00,      , , 22.5,Y,   , ,  9.4,Y,180.0,Y,1013.8,Y, , ,#
hc,  9887,1988,02,16,03,00,1988,02,16,03,00,      , , 22.2,Y,   , ,  9.4,Y, 90.0,Y,1013.2,Y, , ,#
hc,  9887,1988,02,16,06,00,1988,02,16,06,00,      , , 21.0,Y,   , , 14.8,Y,112.0,Y,1014.0,Y, , ,#
hc,  9887,1988,02,16,09,00,1988,02,16,09,00,      , , 29.6,Y,   , , 13.0,Y, 45.0,Y,1015.2,Y, , ,#
hc,  9887,1988,02,16,12,00,1988,02,16,12,00,      , , 31.5,Y,   , , 14.8,Y,270.0,Y,1015.0,Y, , ,#
hc,  9887,1988,02,16,15,00,1988,02,16,15,00,      , , 33.5,Y,   , , 16.6,Y,225.0,Y,1013.7,Y, , ,#
hc,  9887,1988,02,16,18,00,1988,02,16,18,00,      , , 30.0,Y,   , ,  9.4,Y,202.0,Y,1013.5,Y, , ,#
hc,  9887,1988,02,16,21,00,1988,02,16,21,00,      , , 24.6,Y,   , ,  7.6,Y,180.0,Y,1015.7,Y, , ,#
hc,  9887,1988,02,17,00,00,1988,02,17,00,00,      , , 21.5,Y,   , ,  7.6,Y,157.0,Y,1016.1,Y, , ,#
hc,  9887,1988,02,17,03,00,1988,02,17,03,00,      , , 22.9,Y,   , , 13.0,Y,112.0,Y,1015.2,Y, , ,#
hc,  9887,1988,02,17,06,00,1988,02,17,06,00,      , , 19.4,Y,   , ,  5.4,Y,135.0,Y,1016.2,Y, , ,#
hc,  9887,1988,02,17,09,00,1988,02,17,09,00,      , , 25.9,Y,   , , 11.2,Y,135.0,Y,1017.4,Y, , ,#
hc,  9887,1988,02,17,12,00,1988,02,17,12,00,      , , 34.0,Y,   , ,  7.6,Y, 90.0,Y,1016.7,Y, , ,#
hc,  9887,1988,02,17,15,00,1988,02,17,15,00,      , , 35.9,Y,   , , 14.8,Y,247.5,Y,1015.2,Y, , ,#
hc,  9887,1988,02,17,18,00,1988,02,17,18,00,      , , 31.3,Y,   , , 13.0,Y,202.5,Y,1014.5,Y, , ,#
hc,  9887,1988,02,17,21,00,1988,02,17,21,00,      , , 25.5,Y,   , ,  7.6,Y,157.0,Y,1016.3,Y, , ,#
hc,  9887,1988,02,18,00,00,1988,02,18,00,00,      , , 23.2,Y,   , , 14.8,Y, 90.0,Y,1017.8,Y, , ,#
hc,  9887,1988,02,18,03,00,1988,02,18,03,00,      , , 20.7,Y,   , , 25.9,Y,112.0,Y,1017.5,Y, , ,#
hc,  9887,1988,02,18,06,00,1988,02,18,06,00,      , , 18.5,Y,   , , 13.0,Y,112.0,Y,1018.1,Y, , ,#
hc,  9887,1988,02,18,09,00,1988,02,18,09,00,      , , 23.7,Y,   , , 13.0,Y,112.5,Y,1019.0,Y, , ,#
hc,  9887,1988,02,18,12,00,1988,02,18,12,00,      , , 32.2,Y,   , , 11.2,Y,112.5,Y,1018.8,Y, , ,#
hc,  9887,1988,02,18,15,00,1988,02,18,15,00,      , , 35.4,Y,   , ,  0.0,Y,  0.0,Y,1016.9,Y, , ,#
hc,  9887,1988,02,18,18,00,1988,02,18,18,00,      , , 34.0,Y,   , ,  7.6,Y,225.0,Y,1016.5,Y, , ,#
hc,  9887,1988,02,18,21,00,1988,02,18,21,00,      , , 28.2,Y,   , ,  9.4,Y,135.0,Y,1018.0,Y, , ,#
hc,  9887,1988,02,19,00,00,1988,02,19,00,00,      , , 25.9,Y,   , ,  9.4,Y, 90.0,Y,1018.1,Y, , ,#
hc,  9887,1988,02,19,03,00,1988,02,19,03,00,      , , 22.5,Y,   , , 14.8,Y, 90.0,Y,1017.5,Y, , ,#
hc,  9887,1988,02,19,06,00,1988,02,19,06,00,      , , 19.8,Y,   , ,  9.4,Y,112.5,Y,1018.0,Y, , ,#
hc,  9887,1988,02,19,09,00,1988,02,19,09,00,      , , 26.9,Y,   , , 11.2,Y, 67.5,Y,1019.0,Y, , ,#
hc,  9887,1988,02,19,12,00,1988,02,19,12,00,      , , 34.7,Y,   , ,  7.6,Y, 90.0,Y,1018.3,Y, , ,#
hc,  9887,1988,02,19,15,00,1988,02,19,15,00,      , , 35.7,Y,   , , 11.2,Y,225.0,Y,1016.2,Y, , ,#
hc,  9887,1988,02,19,18,00,1988,02,19,18,00,      , , 31.5,Y,   , , 13.0,Y,225.0,Y,1015.6,Y, , ,#
hc,  9887,1988,02,19,21,00,1988,02,19,21,00,      , , 25.7,Y,   , ,  5.4,Y,180.0,Y,1017.2,Y, , ,#
hc,  9887,1988,02,20,00,00,1988,02,20,00,00,      , , 22.7,Y,   , ,  5.4,Y,157.0,Y,1016.1,Y, , ,#
hc,  9887,1988,02,20,03,00,1988,02,20,03,00,      , , 23.3,Y,   , , 11.2,Y,112.0,Y,1016.1,Y, , ,#
hc,  9887,1988,02,20,06,00,1988,02,20,06,00,      , , 21.0,Y,   , ,  9.4,Y,112.5,Y,1017.2,Y, , ,#
hc,  9887,1988,02,20,09,00,1988,02,20,09,00,      , , 29.8,Y,   , , 13.0,Y, 90.0,Y,1019.0,Y, , ,#
hc,  9887,1988,02,20,12,00,1988,02,20,12,00,      , , 36.3,Y,   , ,  9.4,Y,112.0,Y,1017.7,Y, , ,#
hc,  9887,1988,02,20,15,00,1988,02,20,15,00,      , , 36.1,Y,   , , 18.4,Y,270.0,Y,1015.8,Y, , ,#
hc,  9887,1988,02,20,18,00,1988,02,20,18,00,      , , 33.6,Y,   , ,  9.4,Y,202.0,Y,1015.4,Y, , ,#
hc,  9887,1988,02,20,21,00,1988,02,20,21,00,      , , 26.3,Y,   , , 11.2,Y,180.0,Y,1016.3,Y, , ,#
hc,  9887,1988,02,21,00,00,1988,02,21,00,00,      , , 23.3,Y,   , ,  5.4,Y,180.0,Y,1015.4,Y, , ,#
hc,  9887,1988,02,21,03,00,1988,02,21,03,00,      , , 23.9,Y,   , ,  7.6,Y,112.5,Y,1014.7,Y, , ,#
hc,  9887,1988,02,21,06,00,1988,02,21,06,00,      , , 21.4,Y,   , ,  0.0,Y,  0.0,Y,1015.6,Y, , ,#
hc,  9887,1988,02,21,09,00,1988,02,21,09,00,      , , 30.4,Y,   , ,  3.6,Y, 90.0,Y,1017.0,Y,1,Y,#
hc,  9887,1988,02,21,12,00,1988,02,21,12,00,      , , 33.9,Y,   , , 16.6,Y,315.0,Y,1016.1,Y, , ,#
hc,  9887,1988,02,21,15,00,1988,02,21,15,00,      , , 36.8,Y,   , , 13.0,Y,270.0,Y,1015.0,Y,1,Y,#
hc,  9887,1988,02,21,18,00,1988,02,21,18,00,      , , 30.8,Y,   , , 11.2,Y,225.0,Y,1014.7,Y, , ,#
hc,  9887,1988,02,21,21,00,1988,02,21,21,00,      , , 22.2,Y,   , ,  5.4,Y,180.0,Y,1015.5,Y, , ,#
hc,  9887,1988,02,22,00,00,1988,02,22,00,00,      , , 20.5,Y,   , ,  9.4,Y,157.5,Y,1013.8,Y, , ,#
hc,  9887,1988,02,22,03,00,1988,02,22,03,00,      , , 20.1,Y,   , ,  5.4,Y,157.5,Y,1013.3,Y, , ,#
hc,  9887,1988,02,22,06,00,1988,02,22,06,00,      , , 21.8,Y,   , , 13.0,Y,202.5,Y,1013.5,Y, , ,#
hc,  9887,1988,02,22,09,00,1988,02,22,09,00,      , , 25.3,Y,   , ,  9.4,Y,202.5,Y,1015.0,Y, , ,#
hc,  9887,1988,02,22,12,00,1988,02,22,12,00,      , , 29.6,Y,   , , 14.8,Y,225.0,Y,1014.0,Y, , ,#
hc,  9887,1988,02,22,15,00,1988,02,22,15,00,      , , 28.8,Y,   , , 13.0,Y,225.0,Y,1013.4,Y, , ,#
hc,  9887,1988,02,22,18,00,1988,02,22,18,00,      , , 24.7,Y,   , ,  7.6,Y,225.0,Y,1013.0,Y, , ,#
hc,  9887,1988,02,22,21,00,1988,02,22,21,00,      , , 19.8,Y,   , , 14.8,Y,225.0,Y,1014.7,Y, , ,#
hc,  9887,1988,02,23,00,00,1988,02,23,00,00,      , , 20.0,Y,   , , 16.6,Y,225.0,Y,1014.4,Y, , ,#
hc,  9887,1988,02,23,03,00,1988,02,23,03,00,      , , 19.3,Y,   , ,  5.4,Y,247.5,Y,1013.8,Y, , ,#
hc,  9887,1988,02,23,06,00,1988,02,23,06,00,      , , 18.4,Y,   , ,  0.0,Y,  0.0,Y,1014.5,Y, , ,#
hc,  9887,1988,02,23,09,00,1988,02,23,09,00,      , , 18.7,Y,   , ,  7.6,Y,360.0,Y,1015.8,Y, , ,#
hc,  9887,1988,02,23,12,00,1988,02,23,12,00,      , , 24.2,Y,   , , 16.6,Y,270.0,Y,1015.4,Y, , ,#
hc,  9887,1988,02,23,15,00,1988,02,23,15,00,      , , 25.3,Y,   , , 14.8,Y,225.0,Y,1014.9,Y, , ,#
hc,  9887,1988,02,23,18,00,1988,02,23,18,00,      , , 23.3,Y,   , , 11.2,Y,225.0,Y,1014.8,Y, , ,#
hc,  9887,1988,02,23,21,00,1988,02,23,21,00,      , , 20.2,Y,   , ,  9.4,Y,180.0,Y,1016.5,Y, , ,#
hc,  9887,1988,02,24,00,00,1988,02,24,00,00,      , , 18.2,Y,   , , 11.2,Y,180.0,Y,1017.9,Y, , ,#
hc,  9887,1988,02,24,03,00,1988,02,24,03,00,      , , 16.2,Y,   , ,  5.4,Y,180.0,Y,1016.7,Y, , ,#
hc,  9887,1988,02,24,06,00,1988,02,24,06,00,      , , 16.4,Y,   , , 11.2,Y,157.0,Y,1017.5,Y, , ,#
hc,  9887,1988,02,24,09,00,1988,02,24,09,00,      , , 20.3,Y,   , ,  9.4,Y,157.5,Y,1018.7,Y, , ,#
hc,  9887,1988,02,24,12,00,1988,02,24,12,00,      , , 25.0,Y,   , ,  5.4,Y,180.0,Y,1017.2,Y, , ,#
hc,  9887,1988,02,24,15,00,1988,02,24,15,00,      , , 25.1,Y,   , , 25.9,Y,225.0,Y,1015.4,Y, , ,#
hc,  9887,1988,02,24,18,00,1988,02,24,18,00,      , , 22.6,Y,   , , 20.5,Y,202.0,Y,1015.5,Y, , ,#
hc,  9887,1988,02,24,21,00,1988,02,24,21,00,      , , 20.3,Y,   , ,  9.4,Y,180.0,Y,1016.7,Y, , ,#
hc,  9887,1988,02,25,00,00,1988,02,25,00,00,      , , 19.1,Y,   , , 13.0,Y,180.0,Y,1016.0,Y, , ,#
hc,  9887,1988,02,25,03,00,1988,02,25,03,00,      , , 18.4,Y,   , ,  9.4,Y,135.0,Y,1016.2,Y, , ,#
hc,  9887,1988,02,25,06,00,1988,02,25,06,00,      , , 15.8,Y,   , ,  5.4,Y,157.0,Y,1018.3,Y, , ,#
hc,  9887,1988,02,25,09,00,1988,02,25,09,00,      , , 22.4,Y,   , ,  7.6,Y,157.5,Y,1019.3,Y, , ,#
hc,  9887,1988,02,25,12,00,1988,02,25,12,00,      , , 28.6,Y,   , ,  9.4,Y,180.0,Y,1018.5,Y, , ,#
hc,  9887,1988,02,25,15,00,1988,02,25,15,00,      , , 28.3,Y,   , , 20.5,Y,225.0,Y,1016.6,Y, , ,#
hc,  9887,1988,02,25,18,00,1988,02,25,18,00,      , , 23.4,Y,   , , 18.4,Y,202.5,Y,1016.7,Y, , ,#
hc,  9887,1988,02,25,21,00,1988,02,25,21,00,      , , 21.9,Y,   , , 13.0,Y,180.0,Y,1017.3,Y, , ,#
hc,  9887,1988,02,26,00,00,1988,02,26,00,00,      , , 20.1,Y,   , ,  7.6,Y,157.0,Y,1017.6,Y, , ,#
hc,  9887,1988,02,26,03,00,1988,02,26,03,00,      , , 18.2,Y,   , , 14.8,Y,135.0,Y,1017.7,Y, , ,#
hc,  9887,1988,02,26,06,00,1988,02,26,06,00,      , , 16.5,Y,   , , 11.2,Y,112.0,Y,1018.6,Y, , ,#
hc,  9887,1988,02,26,09,00,1988,02,26,09,00,      , , 21.3,Y,   , ,  9.4,Y,135.0,Y,1019.7,Y, , ,#
hc,  9887,1988,02,26,12,00,1988,02,26,12,00,      , , 27.3,Y,   , , 11.2,Y,135.0,Y,1018.2,Y, , ,#
hc,  9887,1988,02,26,15,00,1988,02,26,15,00,      , , 31.1,Y,   , , 13.0,Y,157.5,Y,1015.8,Y, , ,#
hc,  9887,1988,02,26,18,00,1988,02,26,18,00,      , , 25.8,Y,   , , 20.5,Y,225.0,Y,1015.1,Y, , ,#
hc,  9887,1988,02,26,21,00,1988,02,26,21,00,      , , 22.1,Y,   , ,  5.4,Y,180.0,Y,1016.3,Y, , ,#
hc,  9887,1988,02,27,00,00,1988,02,27,00,00,      , , 22.4,Y,   , , 16.6,Y,112.0,Y,1015.7,Y, , ,#
hc,  9887,1988,02,27,03,00,1988,02,27,03,00,      , , 19.0,Y,   , , 11.2,Y,112.0,Y,1015.0,Y, , ,#
hc,  9887,1988,02,27,06,00,1988,02,27,06,00,      , , 16.7,Y,   , ,  9.4,Y,135.0,Y,1014.8,Y, , ,#
hc,  9887,1988,02,27,09,00,1988,02,27,09,00,      , , 24.1,Y,   , , 11.2,Y,112.5,Y,1015.5,Y, , ,#
hc,  9887,1988,02,27,12,00,1988,02,27,12,00,      , , 31.9,Y,   , ,  3.6,Y, 90.0,Y,1013.8,Y, , ,#
hc,  9887,1988,02,27,15,00,1988,02,27,15,00,      , , 29.8,Y,   , , 18.4,Y,225.0,Y,1011.6,Y, , ,#
hc,  9887,1988,02,27,18,00,1988,02,27,18,00,      , , 27.0,Y,   , ,  9.4,Y,202.0,Y,1011.0,Y, , ,#
hc,  9887,1988,02,27,21,00,1988,02,27,21,00,      , , 23.1,Y,   , ,  3.6,Y,180.0,Y,1011.4,Y, , ,#
hc,  9887,1988,02,28,00,00,1988,02,28,00,00,      , , 21.0,Y,   , ,  3.6,Y,157.0,Y,1011.1,Y, , ,#
hc,  9887,1988,02,28,03,00,1988,02,28,03,00,      , , 20.3,Y,   , ,  0.0,Y,  0.0,Y,1010.6,Y, , ,#
hc,  9887,1988,02,28,06,00,1988,02,28,06,00,      , , 17.8,Y,   , ,  7.6,Y,135.0,Y,1010.6,Y, , ,#
hc,  9887,1988,02,28,09,00,1988,02,28,09,00,      , , 25.3,Y,   , ,  9.4,Y,360.0,Y,1011.0,Y, , ,#
hc,  9887,1988,02,28,12,00,1988,02,28,12,00,      , , 28.2,Y,   , , 11.2,Y,337.5,Y,1013.2,Y, , ,#
hc,  9887,1988,02,28,15,00,1988,02,28,15,00,      , , 26.5,Y,   , , 18.4,Y,270.0,Y,1012.5,Y, , ,#
hc,  9887,1988,02,28,18,00,1988,02,28,18,00,      , , 22.8,Y,   , , 11.2,Y,225.0,Y,1013.3,Y, , ,#
hc,  9887,1988,02,29,00,00,1988,02,29,00,00,      , , 16.8,Y,   , ,  0.0,Y,  0.0,Y,1014.2,Y, , ,#
hc,  9887,1988,02,29,03,00,1988,02,29,03,00,      , , 15.6,Y,   , ,  0.0,Y,  0.0,Y,1013.6,Y, , ,#
hc,  9887,1988,02,29,06,00,1988,02,29,06,00,      , , 14.6,Y,   , ,  0.0,Y,  0.0,Y,1015.1,Y, , ,#
hc,  9887,1988,02,29,09,00,1988,02,29,09,00,      , , 21.4,Y,   , ,  3.6,Y, 90.0,Y,1015.3,Y, , ,#
hc,  9887,1988,02,29,12,00,1988,02,29,12,00,      , , 25.1,Y,   , , 16.6,Y,270.0,Y,1014.8,Y, , ,#
hc,  9887,1988,02,29,15,00,1988,02,29,15,00,      , , 26.2,Y,   , , 14.8,Y,270.0,Y,1013.1,Y, , ,#
hc,  9887,1988,02,29,18,00,1988,02,29,18,00,      , , 23.1,Y,   , , 13.0,Y,247.5,Y,1013.0,Y, , ,#
hc,  9887,1988,02,29,21,00,1988,02,29,21,00,      , , 19.8,Y,   , ,  0.0, ,  0.0,Y,1014.1,Y, , ,#
hc,  9887,1988,03,01,09,00,1988,03,01,09,00,      , , 21.3,N,   , ,  7.6,N,292.5,N,1014.0,N, , ,#
hc,  9887,1988,03,01,15,00,1988,03,01,15,00,      , , 24.5,N,   , , 20.5,N,270.0,N,1013.0,N, , ,#
hc,  9887,1988,03,02,09,00,1988,03,02,09,00,      , , 17.8,N,   , , 13.0,N,180.0,N,1020.6,N, , ,#
hc,  9887,1988,03,02,12,00,1988,03,02,12,00,      , , 21.8,N,   , ,  7.6,N,157.5,N,1020.5,N, , ,#
hc,  9887,1988,03,02,15,00,1988,03,02,15,00,      , , 25.3,N,   , , 11.2,N,157.5,N,1019.5,N, , ,#
hc,  9887,1988,03,03,09,00,1988,03,03,09,00,      , , 17.5,N,   , ,  9.4,N,112.5,N,1025.7,N, , ,#
hc,  9887,1988,03,03,15,00,1988,03,03,15,00,      , , 25.2,N,   , , 18.4,N,112.5,N,1021.9,N, , ,#
hc,  9887,1988,03,04,09,00,1988,03,04,09,00,      , , 19.9,N,   , , 13.0,N,112.5,N,1022.4,N, , ,#
hc,  9887,1988,03,04,15,00,1988,03,04,15,00,      , , 30.5,N,   , ,  9.4,N, 90.0,N,1018.6,N, , ,#
hc,  9887,1988,03,04,18,00,1988,03,04,18,00,      , , 29.4,N,   , ,  9.4,N,112.5,N,1017.6,N, , ,#
hc,  9887,1988,03,04,21,00,1988,03,04,21,00,      , , 23.4,N,   , ,  5.4,N,112.5,N,1018.7,N, , ,#
hc,  9887,1988,03,05,00,00,1988,03,05,00,00,      , , 21.6,N,   , , 11.2,N,135.0,N,1018.7,N, , ,#
hc,  9887,1988,03,05,09,00,1988,03,05,09,00,      , , 23.8,N,   , , 16.6,N,112.5,N,1018.1,N, , ,#
hc,  9887,1988,03,05,12,00,1988,03,05,12,00,      , , 27.9,N,   , , 18.4,N, 90.0,N,1017.6,N, , ,#
hc,  9887,1988,03,05,15,00,1988,03,05,15,00,      , , 31.2,N,   , , 18.4,N,112.5,N,1014.7,N, , ,#
hc,  9887,1988,03,05,18,00,1988,03,05,18,00,      , , 29.5,N,   , , 11.2,N, 90.0,N,1015.0,N, , ,#
hc,  9887,1988,03,05,21,00,1988,03,05,21,00,      , , 27.1,N,   , , 14.8,N, 90.0,N,1016.7,N, , ,#
hc,  9887,1988,03,06,09,00,1988,03,06,09,00,      , , 27.8,N,   , , 20.5,N, 45.0,N,1017.6,N, , ,#
hc,  9887,1988,03,06,12,00,1988,03,06,12,00,      , , 29.7,N,   , , 11.2,N, 22.5,N,1016.3,N, , ,#
hc,  9887,1988,03,06,15,00,1988,03,06,15,00,      , , 32.3,N,   , , 14.8,N, 67.5,N,1013.4,N, , ,#
hc,  9887,1988,03,07,09,00,1988,03,07,09,00,      , , 21.2,N,   , , 16.6,N,225.0,N,1016.1,N, , ,#
hc,  9887,1988,03,07,15,00,1988,03,07,15,00,      , , 26.7,N,   , ,  7.6,N,225.0,N,1016.1,N, , ,#
hc,  9887,1988,03,08,00,00,1988,03,08,00,00,      , , 20.9,N,   , , 14.8,N,180.0,N,1016.8,N, , ,#
hc,  9887,1988,03,15,15,00,1988,03,15,15,00,      , , 35.8,N,   , , 11.2,N,270.0,N,1016.5,N, , ,#
hc,  9887,1988,03,16,06,00,1988,03,16,06,00,      , , 22.4,N,   , ,  9.4,N, 90.0,N,1016.7,N, , ,#
hc,  9887,1988,03,16,09,00,1988,03,16,09,00,      , , 25.6,N,   , , 14.8,N,360.0,N,1016.8,N, , ,#
hc,  9887,1988,03,16,15,00,1988,03,16,15,00,      , , 30.4,N,   , , 16.6,N,292.5,N,1015.0,N, , ,#
hc,  9887,1988,03,17,00,00,1988,03,17,00,00,      , , 18.8,N,   , ,  0.0,N,  0.0,N,1015.2,N, , ,#
hc,  9887,1988,03,17,03,00,1988,03,17,03,00,      , , 17.2,N,   , ,  0.0,N,  0.0,N,1015.3,N, , ,#
hc,  9887,1988,03,17,09,00,1988,03,17,09,00,      , , 25.2,N,   , ,  1.8,N,135.0,N,1016.2,N, , ,#
hc,  9887,1988,03,17,12,00,1988,03,17,12,00,      , , 29.6,N,   , , 11.2,N,292.5,N,1015.2,N, , ,#
hc,  9887,1988,03,17,15,00,1988,03,17,15,00,      , , 32.0,N,   , , 13.0,N,270.0,N,1014.1,N, , ,#
hc,  9887,1988,03,18,09,00,1988,03,18,09,00,      , , 26.8,N,   , ,  0.0,N,  0.0,N,1014.3,N, , ,#
hc,  9887,1988,03,18,12,00,1988,03,18,12,00,      , , 32.5,N,   , ,  9.4,N,292.5,N,1013.7,N, , ,#
hc,  9887,1988,03,18,15,00,1988,03,18,15,00,      , , 33.0,N,   , ,  7.6,N,270.0,N,1011.7,N, , ,#
hc,  9887,1988,03,19,15,00,1988,03,19,15,00,      , , 33.1,N,   , ,  9.4,N,292.5,N,1012.0,N, , ,#
hc,  9887,1988,03,19,21,00,1988,03,19,21,00,      , , 24.8,N,   , ,  7.6,N,180.0,N,1013.5,N, , ,#
hc,  9887,1988,03,20,03,00,1988,03,20,03,00,      , , 23.6,N,   , ,  5.4,N,135.0,N,1013.3,N, , ,#
hc,  9887,1988,03,20,06,00,1988,03,20,06,00,      , , 20.4,N,   , ,  5.4,N,135.0,N,1013.7,N, , ,#
hc,  9887,1988,03,20,09,00,1988,03,20,09,00,      , , 25.8,N,   , , 13.0,N,112.5,N,1015.0,N, , ,#
hc,  9887,1988,03,20,15,00,1988,03,20,15,00,      , , 38.1,N,   , ,  9.4,N,270.0,N,1012.9,N, , ,#
hc,  9887,1988,03,20,21,00,1988,03,20,21,00,      , , 28.4,N,   , ,  9.4,N,112.5,N,1012.4,N, , ,#
hc,  9887,1988,03,21,00,00,1988,03,21,00,00,      , , 27.4,N,   , , 16.6,N, 22.5,N,1011.4,N, , ,#
